,Time,Text,Sentiment
129,2019-01-11 23:59:33+00:00,"mary ligialeea cher bad illegals come in thru canada &amp; on planes, don walkin the clothes their backs seeking asylum which is illegal. immigration the lowest history, immigrants pay more taxes than rump, google, amazon, microsoft, apple &amp; all big business who pay ""no taxes""","[55.860801890575395, 68.22249315350639, 3.8582772445139]"
130,2019-01-11 23:59:33+00:00,trying send money why isn’t cashapp working. imma have start using apple pay,"[-7.598015636651236, -4.545921786577637, -10.53932314177544]"
131,2019-01-11 23:59:31+00:00,apple might debut new iphones,"[-1.7161942117141884, -4.74152843921463, -10.965335686106272]"
132,2019-01-12 23:59:59+00:00,"songoftheday aries pt. big sean, rae sremmurd, quavo, pharrell, mike will made it apple music spotify","[13.387841029747381, 30.377420233093325, 1.1382912876835576]"
134,2019-01-12 23:59:54+00:00,coldhearted a not apple still,"[-3.139462689558097, -1.4134807037374526, -11.415359522058203]"
135,2019-01-12 23:59:52+00:00,damnumb is apple music?,"[10.62397740607745, 9.531463740975052, -10.93845135303103]"
136,2019-01-12 23:59:50+00:00,"check my podcast, the o.d, apple podcasts","[-3.1902988905374405, 4.662648753069924, -10.822869097605455]"
137,2019-01-12 23:59:43+00:00,"strawberries, green apples, mangoes.","[7.62500115681564, 7.5270190348811, -11.088218626188134]"
138,2019-01-12 23:59:42+00:00,idrop news giving away mm nike apple watch series june enter win,"[36.072419950479514, 28.43743100200598, -9.599405514816937]"
139,2019-01-12 23:59:42+00:00,how i watch future doc without apple music,"[-4.512109918598436, 6.211622395861092, -11.307968197406474]"
140,2019-01-12 23:59:40+00:00,serious question people do the spotify premium ads actually spotify premium? what they use apple music? what they use regular spotify?,"[38.20815284063297, 62.24152281536399, 14.769263133562546]"
141,2019-01-12 23:59:34+00:00,"apple bombshell sends investors safe havens; ‘flash crash’ jolts currencies january , businessnews","[0.40301199950548816, 6.524367708770747, -12.070406307068229]"
142,2019-01-12 23:59:33+00:00,things improved lot women since . change takes time president ghani appointed women leadership positions most them qualified too. comparing women’s conditions to status taliban rule like comparing apples oranges.,"[35.36761328780657, 45.66335026760389, -8.790997384171177]"
143,2019-01-13 23:59:55+00:00,nigerianscamsss can share video me bruv? i can’t find on apple music,"[-4.205326011048444, -6.388247550907273, -10.435876715403317]"
145,2019-01-13 23:59:54+00:00,"pegredd bgr apple, lattimore, williams.. idk","[7.943454887934174, -1.1136246037161723, -11.295857990966379]"
146,2019-01-13 23:59:51+00:00,"devinprater rangerstation tspivey these cool ideas. i done same thing various apps nvda ctrl alt arrows, that t work everywhere. apple mail general seems pretty solid. i definitely need go set tdsr.","[53.250658785842965, 60.29974131061074, 14.200920873919912]"
147,2019-01-13 23:59:50+00:00,sarahs choice book the series get at apple asmsg spub ian iartg scifi nd,"[21.19463581321971, 29.50353829694211, 0.9298941821592734]"
148,2019-01-13 23:59:46+00:00,eagles just keep throwing eli apple,"[11.697559203744827, 10.587343784007238, 12.673874485885115]"
149,2019-01-13 23:59:43+00:00,boosterhooch sick i was craving apples days,"[16.323013898774317, 10.28243170165544, -11.923354508167293]"
150,2019-01-13 23:59:37+00:00,thedeangags sounds like sour apples. get profile pic flyeaglesfly,"[10.937618841992364, 15.305453048183342, -11.586366682339175]"
151,2019-01-13 23:59:35+00:00,"apple music a station called halloween oldies, it hilarious. that’s all. how cheerful i feel.","[20.3234351829496, 18.844899658145366, -11.943687491639466]"
152,2019-01-13 23:59:31+00:00,i liked youtube video ramsay can’t handle being served apple juice risotto | hotel hell,"[18.398366672480652, 18.927451952570138, -12.346547282801708]"
153,2019-01-13 23:59:29+00:00,apple airpower wireless charging mat is in production,"[43.37137235776721, 23.8486901334617, 0.5140706653767992]"
154,2019-01-14 23:59:57+00:00,has anyone else noticed iphone iphonexr battery life decreased drastically months use? behavior use not changed. applesupport apple,"[0.303147667477522, 4.55590270203318, -10.174791438980051]"
156,2019-01-14 23:59:35+00:00,"apple wanted to use qualcomm chips for its iphones, but qualcomm refused because companies licensing dispute","[28.5557691254162, 5.797971077461867, -10.045202511948446]"
157,2019-01-14 23:59:35+00:00,totoys i tried that apple watch band. code doesnt work,"[14.559457838725262, 9.4160346467524, -10.367434361232014]"
158,2019-01-14 23:59:32+00:00,hippohilde aveirjapan aurories if u spice an apple make taste good kfc i convert,"[23.34572715205857, 18.149264525676735, -11.425639950966001]"
159,2019-01-14 23:59:31+00:00,wujuteens tbh she looks cute the little apple stem hair ugh hag baby.... wish sojung jiyeon would stop hating other,"[17.059138309494816, -2.5459542083343796, -15.155055208413074]"
160,2019-01-14 23:59:26+00:00,"quit screwing around apple tim cook applesupport change icloud storage tiers. give little all money you’re making iphones upgrades loyal fans, shouldn’t paying silly adapters or storage crap. lower prices. it’s ridiculous.","[82.32341869488364, 47.08395126055028, 25.440357476479008]"
161,2019-01-14 23:59:17+00:00,"not does food come the healthiest region the world, it’s rooted traditional meals haven’t changed thousands years. slimming down, eating clean gluten free. order online today gift cards google play apple download","[86.4535942924988, 96.035160912784, 5.342415937565377]"
162,2019-01-14 23:59:17+00:00,asap rocky needa put “live. love asap” apple music,"[34.17235268170558, 28.494985387308084, -11.175218696407114]"
163,2019-01-14 23:59:16+00:00,"the personal belongings bag brand new apple macbook, airpods, keys, clothes, the bag itself. all which were last tracked a dunkindonuts grand prarie, tx. on / . the lovely person, made with my bag grabbed a donut","[77.92074940196325, 73.20280018464176, -8.337145965583787]"
164,2019-01-14 23:59:14+00:00,we grade students cooking club today our grade students christinagfmpsd made healthy delicious yogart parfaits fmpsd mrsandrews pe appleschools mrsmith apple kidcooks kidsinthekitchen youngchefs cookingwithkids kidskitchen kidswhocook,"[30.70950326808435, 44.54323520623777, -13.119307459398371]"
165,2019-01-15 23:59:58+00:00,podcast alert subscribe download review / gameofthrones themasters syracuse duke onemangang advice thekylermurray spotify apple podcasts stitcher,"[32.649927334300976, 51.522940532874884, 12.383968744870614]"
167,2019-01-15 23:59:53+00:00,i getting battery replaced the apple store means i be around doughnut plant.,"[15.938767679545432, 17.558501358631283, -10.088252909792345]"
168,2019-01-15 23:59:46+00:00,apple tell supreme court can be sued app store dispute,"[15.471854436105165, 14.39717107528405, -10.033209997994895]"
169,2019-01-15 23:59:44+00:00,you can now buy tokenized apple shares with bitcoin ethereum,"[8.212716182643401, 6.391699086883499, -10.116182391883733]"
170,2019-01-15 23:59:43+00:00,onlyonedej see is im tired apple,"[-3.5077837459871146, -1.3266867250045782, -12.091414022492742]"
171,2019-01-15 23:59:41+00:00,"johnharmon i could agree we three old apple trees old grape vines, i like thinking the folks planted for so long ago","[45.04377359022293, 35.97065711466462, -9.433533991246222]"
172,2019-01-15 23:59:38+00:00,"lashvernai there’s all natural honey nut penut butter can get freshly made heb it’s amazing. on apples, celery, pb&amp;j, probably everything. it changed foeva.","[17.165773802870692, 25.06778371467621, -0.7436378175490432]"
173,2019-01-15 23:59:37+00:00,jg cider man shirts on sale if re excidered spidermanfarfromhome spiderman grab one … apples foodpuns funnygift funnyshirts buzzfeast punny onsale cider,"[75.97571940325344, 46.59338954556691, 14.384046119717226]"
174,2019-01-15 23:59:37+00:00,i think i want pixel lol. but i t leave apple.,"[4.403156197233732, -4.408074187789566, -10.49747707738883]"
175,2019-01-15 23:59:34+00:00,"check my podcast, crypto made easy, apple podcasts","[-1.44074078271247, 16.066491161641324, -11.304791601418287]"
176,2019-01-16 23:59:57+00:00,broomy mr watkis nnboogie nah granny smith apples sour no reason,"[41.4728842703676, 53.294547024071626, -9.729998754041574]"
178,2019-01-16 23:59:56+00:00,claremont mckenna college wikipedia article edited anonymously apple,"[42.52592222898977, 31.01902396156472, -10.343889792114481]"
179,2019-01-16 23:59:55+00:00,"trucoltsfan hello thanks getting touch. i imagine inconvenient have charge all time since accept returns most products days, i d suggest filing warranty claim apple this case. ...","[51.98285836252747, 47.34764008031634, -10.199594016190517]"
180,2019-01-16 23:59:54+00:00,"wce wcw wednesdaythoughts purple valentinesday “like candy an apple, oh, go together. you’re sweet me.” aaliyah","[10.06732278746971, 26.945172293071437, -11.600032746802455]"
181,2019-01-16 23:59:49+00:00,"adamlevitan fasting cleanses body, also try fresh lemon juice organic apple cider vinegar.","[24.12575203615894, 40.112042625524516, 1.2212560841341826]"
182,2019-01-16 23:59:46+00:00,kingsfandanny are sick.. was looking exact ones. s cool sound good. have the air bud style cheaper cause not paying the apple name,"[31.550257893671148, 36.51365420534363, -3.7565959215479126]"
183,2019-01-16 23:59:45+00:00,"lauramjacksonnn same same i love so much, i swear i listen the time i never skip when it comes apple music‍️","[3.5869975402219483, 5.1042530135699735, -11.667862919778273]"
