,Time,Text,Sentiment
134,2019-01-12 23:59:42+00:00,"ruth ventsdusoir the good dinosaur. it’s typical disney anyway, contains biggest trigger part the story. i watched sort on purpose","[42.053390657282584, 29.20506877284967, 0.8861508325254732]"
135,2019-01-12 23:59:41+00:00,"breakfast, club level style disney’s animal kingdom lodge ️ come listen episode fancy, more fancy doing club level disney world link bio listen, subscribe, rate, review wdw disneyworld disneypodcast dvc disney kilimanjaroclub","[65.06991660377768, 105.98496268774318, -8.782738433873831]"
136,2019-01-12 23:59:35+00:00,it’s circle life lionking disney animalkingdom cupcake delicious disney animal kingdom,"[44.983772030779654, 20.540449969279436, -13.426055951914918]"
137,2019-01-12 23:59:31+00:00,hopemy crumbleskookie bts twt love disney world,"[0.9959979684848868, -4.9612775273867555, -12.588611083881393]"
138,2019-01-12 23:59:29+00:00,sal hair to make disney no make kanan rebels cut hair sign petition via change roguewonjohnny made go’n it,"[11.805850050018865, -5.050085991041712, -10.105290182408922]"
139,2019-01-12 23:59:26+00:00,currently watching frozen enjoying kindergartener still asks elsa send snow way. thought i share a throwback time i spotted idinamenzel the red carpet hollywood. so happy that frozen come this year disney entertainment,"[60.55214233582688, 33.246467592718844, -11.70229767310822]"
140,2019-01-12 23:59:20+00:00,theocdfight ocds stopped being able listen music properly due triggers etc i listen disney my favourite band other that,"[32.73460099280549, 8.113460600660432, -11.878154503350771]"
141,2019-01-12 23:59:16+00:00,early donald duck walt disney production animation litho model sheet,"[13.955307852884186, 32.779530887288665, 24.619848669198944]"
142,2019-01-12 23:58:50+00:00,"ermac javlaviking qiaminer redherringdraws inflamedwood ermac dude, you’re level disconnect logic amazing you the one defending emperor kathleen kennedy the disney new order you claim are the dark side?","[42.57277195240818, 32.110537515021306, -10.674275719807952]"
143,2019-01-13 23:59:52+00:00,imhighkeyjames i love the disney movies fav ones incredibles wreck it ralph &amp;,"[10.721726397340372, 4.4479867056756675, -1.3663367055225635]"
144,2019-01-13 23:59:45+00:00,andrew joked me pregnant next year tori jenny like nooooo we need to go to disney world and drink in epcot next year i think taught a lot priorities,"[33.207183033558856, 16.289209903032244, -9.061544659695855]"
145,2019-01-13 23:59:45+00:00,my boy and i might be going to disney next week and im so fucking pumpeddddd,"[-7.508912654422811, -4.813006771817072, -10.134800326531803]"
146,2019-01-13 23:59:44+00:00,disney bro i feel poverty i lost shit,"[-4.649745439016615, -0.05508835771110698, -12.355113891523644]"
147,2019-01-13 23:59:43+00:00,im sick y’all flexing me your disney passes ig.,"[-3.746342930744066, -0.5499634013281214, -12.673246768907717]"
148,2019-01-13 23:59:32+00:00,check walt disney theme park exclusive monorail play set red stripe nib ebay,"[26.948964050744063, 24.807811137682634, -9.755063580305588]"
149,2019-01-13 23:59:31+00:00,writingcommmunity did ever a collection disney wonderful books reading i and guess s started love books,"[-1.2589831331324988, 10.027124254893138, -13.920961790579213]"
150,2019-01-13 23:59:26+00:00,check funko pop disney golden age pocahontas disney store exclusive ebay funko funkopop funkofunkast funkowomenofpower disney disneyworld disneyland disneyparks disneycruise disneyparkslive disneymarathon mickey,"[53.489334863124974, 79.29284012071629, 2.279631002866111]"
