,Time,Text,Sentiment
156,2019-01-14 23:59:02+00:00,cvs x if ain’t juuling you’re booling,"[9.751740597342991, 8.38956336529149, -10.648009364627384]"
157,2019-01-14 23:58:35+00:00,jeffreestar you buy peripera cvs well,"[9.73577087210223, 9.02313830259942, -10.777550207016365]"
158,2019-01-14 23:58:33+00:00,"andrewraynier probably t serious meaning behind it. the devs said was a twist cv character voice , they tried find vocabularies fits vc lol a japanese player den scoth mn try explain it. to avoid spoilers, i quote in way see pic","[96.49256430453876, 81.15058754325652, 4.68685766428986]"
159,2019-01-14 23:58:33+00:00,steps how replace cv axle automotive autotip cartip cvaxle,"[20.29880830606078, 20.419040816595047, -10.457600317323653]"
160,2019-01-14 23:58:25+00:00,edubb i pull receipts like cvs nigga,"[10.41294346748684, 20.628922572976663, -10.949183136077455]"
161,2019-01-14 23:56:21+00:00,job alert marketing executive opening cretehost solution criteria business technology related field good knowledge software technology street smart. forward cv through careers cretehost.com marketing software com businesstechnology,"[125.02798801874006, 161.44092371337442, 14.323012127864999]"
162,2019-01-14 23:55:09+00:00,erin sws cv ptv that festival never happened thousands people went the bahamas and got stranded. crazy shit man,"[28.497321778214502, 44.07883461088264, 2.0324124859025545]"
163,2019-01-14 23:55:06+00:00,"miguel keeps morale high turnover low he continuously pursues personal development his teammates, building strong relationships his customers cvs health. join teamcvs help people their path better health","[95.03026391189678, 65.02362294317057, -8.302698512590993]"
164,2019-01-14 23:55:02+00:00,"expallison absolutely one notice i sign emails a single letter completely removed name signature. the cis always oblivious bahahahhaha also, i feel you. i’m keeping my initials same and hoping it’ll make cv less confusing.","[80.89203394048774, 57.51512368409341, -10.246323025964088]"
165,2019-01-15 23:59:45+00:00,"unpopular opinion so like swati suddenly found voice give back kartik. cvs put mute graver incidents no girl would keep quiet, taunts today no impact on me a viewer. yehundinonkibaathai","[49.37651922864625, 42.808163366594925, 2.95183777936289]"
167,2019-01-15 23:59:39+00:00,cvs pharmacy if buy over counter otc medication can’t pay it the actual pharmacy only the store so otc medications actual meds? apparently for cvs time switch walgreens,"[89.07002773009725, 73.2086898761585, -7.023877545924265]"
168,2019-01-15 23:59:34+00:00,i liked youtube video subaru sti s | la serie speciale da cv al naias,"[-2.0824162926600662, 14.251655322710363, -12.191561300284334]"
169,2019-01-15 23:59:12+00:00,"cvs ceo anything amazon does, will better — including, maybe, delivery drone via statnews","[54.5882569427339, 32.29817394333146, -10.298047750796613]"
170,2019-01-15 23:58:46+00:00,"i liked youtube video cvs ad preview / / freebies hot deals household, hair care, cosmetics &amp;","[57.017481792614376, 41.64066180485208, -9.994428951443254]"
171,2019-01-15 23:58:34+00:00,pc complete front cv axle left right for yamaha big bear,"[5.632769287857447, 8.660883899402684, -11.107659451007777]"
172,2019-01-15 23:58:24+00:00,"walmart leave cvs pharmacy network, roiling drugstore market via business","[39.635550471093595, 31.360773255286766, -9.94233651433698]"
