,Unnamed: 0,Time,Text,Sentiment
92,92,2019-01-08 23:25:21+00:00,getyolt added my accounts santander current account doesn’t seem appear also would paypal ever considered your app,"[71.9817559112933, 62.62636204525698]"
93,93,2019-01-08 23:17:52+00:00,", santander.","[-1.2330229527750325, -0.09745020819071754]"
94,94,2019-01-08 23:11:25+00:00,detail the world crayons cesar santander . . . oil canvas / x inches signed . . . this work be view the la art show january january th. dm email info rehscgi.com tickets the sh... rehscontemporary cesarsantander hyperrealism,"[64.50016023245384, 66.56848089045403]"
95,95,2019-01-08 22:46:13+00:00,martinlewis santander graduate account pays interest to £ last time i looked . maybe worth waiting the years switching?,"[14.752917622542757, 12.798037117609686]"
96,96,2019-01-08 22:45:21+00:00,blom monzo cashback. i love monzo santander pay approx £ per month net be customer...that’s i haven’t gone full monzo,"[17.856283579348958, -1.9630897198168873]"
97,97,2019-01-08 22:34:54+00:00,the bernabeu laliga santander’s second emptiest ground last weekend –,"[8.481781731503286, 8.90405879273406]"
98,98,2019-01-08 22:33:33+00:00,"sometimes i feel like i a sentimental trooper. she cried hard, know. en santander, cantabria","[20.983143649806355, 23.928082229070316]"
99,99,2019-01-09 23:54:29+00:00,banco santander mexico sa instcn de bsmx stock rating lowered zacks investment research investingnews,"[40.46864418994898, 41.80416514489597]"
100,100,2020-09-03 18:26:48+00:00,"lenovo legion x playapex now your chance rise the rest. unmatched performance, purposeful engineering, modern design. gear with machine savage you are. stylish outside. savage inside.","[75.1630887480833, 54.2806501932506]"
101,101,2019-01-09 23:47:47+00:00,santander bank says ripple payment network outperforms cross border competitors,"[9.3667230295714, 10.514353740341603]"
102,102,2019-01-09 23:42:06+00:00,santander bank says ripple payment network outperforms cross border competitors,"[9.3667230295714, 10.514353740341603]"
103,103,2019-01-09 23:30:07+00:00,santander bank says ripple payment network outperforms cross border competitors,"[9.3667230295714, 10.514353740341603]"
104,104,2019-01-09 23:28:03+00:00,santander bank says ripple payment network outperforms cross border competitors,"[9.3667230295714, 10.514353740341603]"
105,105,2019-01-09 23:27:15+00:00,santander bank says ripple payment network outperforms cross border competitors cryptoking,"[9.3667230295714, 10.514353740341603]"
106,106,2019-01-09 23:22:35+00:00,santander bank says ripple payment network outperforms cross border competitors,"[9.3667230295714, 10.514353740341603]"
107,107,2019-01-09 23:17:47+00:00,livia vittoria santander,"[-1.163827870224604, -0.3743858461810367]"
108,108,2019-01-09 23:15:49+00:00,i liked youtube video mega starter pack y sobres | adrenalyn xl liga santander,"[17.315912487786665, 18.81641857653125]"
109,109,2019-01-09 22:46:57+00:00,santander bank says ripple payment network outperforms cross border competitors | the daily hodl,"[18.3419069918663, 20.885767562909525]"
110,110,2019-01-10 23:36:22+00:00,santander conecta triple al rf. al bate gabriel noriega | tigres – leones | inning | outs |,"[8.004060302331848, 3.8112801844888136]"
111,111,2020-10-02 15:59:10+00:00,learn an overhaul nj competitive energy market would force state ratepayers pay higher electric bills.,"[75.93762458446804, 55.318903464494745]"
112,112,2019-01-10 23:20:32+00:00,new forum discussion portsmouth santander,"[33.47918366345251, 33.25217857353425]"
113,113,2019-01-10 23:07:53+00:00,desilsil sil. ya hemos respondido por dm. muchas gracias,"[11.399325869638009, 10.637778629336445]"
114,114,2019-01-10 22:53:50+00:00,i at santander,"[-2.9523443092081214, -0.7418556440232875]"
115,115,2019-01-10 22:48:52+00:00,santander bank says ripple’s payment network outperforms cross border competitors cryptocurrency bitcoin eth btc ico news,"[8.688687872921019, 10.834774490271661]"
116,116,2019-01-10 22:42:49+00:00,bbvacompass bbvainnovation bbvaresearch bbva team have started integrate ripple products? what plans for cross boarder payments? are you currently using specific ripple product? santander looking good its one pay fx solution xrp xrp,"[19.080333530467232, 16.369466189123106]"
117,117,2019-01-10 22:40:24+00:00,castro first premium laliga santander upgrade ezez,"[-0.877174293457798, 9.85116572077082]"
118,118,2019-01-10 22:40:14+00:00,aguilar falla con linea al ss. al bate anthony santander | tigres – leones | inning | outs,"[30.73496571659015, 15.080469221183625]"
119,119,2019-01-10 22:25:21+00:00,pilar rod santander?,"[-1.163827870224604, -0.3743858461810367]"
120,120,2019-01-10 22:23:02+00:00,woah a late christmas present please santander bring this snow lol,"[17.082375792965134, 7.507765741946036]"
121,121,2019-01-11 23:53:31+00:00,barreto es dominado con fly al jardin derecho. al bate anthony santander | tigres – magallanes | er inning | outs |,"[19.659756168158115, 23.785891904668038]"
122,122,2020-10-02 15:59:10+00:00,learn an overhaul nj competitive energy market would force state ratepayers pay higher electric bills.,"[75.93762458446804, 55.318903464494745]"
123,123,2019-01-11 23:35:06+00:00,focus how santander brazil unit driving growth car loans,"[19.80532510070716, 13.192972262843865]"
124,124,2019-01-11 23:34:46+00:00,lucianabarbara santander,"[-1.163827870224604, -0.3743858461810367]"
125,125,2019-01-11 23:32:07+00:00,cathintwick andymacw twickerman brosepic gareth roberts teddington town corneliusobrien jameshenrychard rogercrouch twickerati luton paul stevolaughton andrewlipscombe twicktownbiz andy are car parks a minute walk plus parking be factored either santander car park area / underground utilising secret underground council car park is hardly used,"[59.53461401028073, 31.719831228380404]"
126,126,2019-01-11 23:28:13+00:00,"brosepic waynewedgbury luton paul twickerman gareth roberts teddington town corneliusobrien cathintwick jameshenrychard rogercrouch twickerati stevolaughton andrewlipscombe twicktownbiz nick true, pammy et al elected promise stopping lib dem riverside scheme &amp; look they stabbed us the back &amp; spent £, our money buying santander &amp; m&amp;co without even telling us councils are voted not in","[88.89615193155417, 117.87232636052101]"
127,127,2019-01-11 23:21:49+00:00,sky fall waynewedgbury luton paul brosepic twickerman gareth roberts teddington town corneliusobrien cathintwick jameshenrychard rogercrouch twickerati stevolaughton andrewlipscombe twicktownbiz dont understand they cant walk water lane where santander car park or a spaces secure currently private underground council car park round the corner church street,"[74.90890278301994, 114.44346003573878]"
128,128,2019-01-11 23:17:55+00:00,barreto recibe boleto. se llenan las bases | al bate anthony santander | tigres – magallanes | er inning | outs |,"[30.620216372971758, 37.50131417815276]"
129,129,2019-01-11 23:10:55+00:00,"just posted photo santander, colombia","[18.626969910234155, 28.91540432637432]"
130,130,2019-01-11 23:10:35+00:00,pricatti santander,"[-1.163827870224604, -0.3743858461810367]"
131,131,2019-01-11 23:01:11+00:00,"jhgs i’ll presume meant santander, that’s the mortgage with. the words just typo x","[19.180523886586226, -0.6845567875920031]"
132,132,2019-01-12 23:29:45+00:00,i signed forbetterbanks petition us santander workers want voice the job sign santandersolidarity,"[28.472648049915126, 20.56338552106431]"
133,133,2020-10-02 15:59:10+00:00,learn an overhaul nj competitive energy market would force state ratepayers pay higher electric bills.,"[75.93762458446804, 55.318903464494745]"
134,134,2019-01-12 23:22:54+00:00,check balance santander ultimate cash back | santander bank bancosantander,"[19.016575295161044, 29.19658558486154]"
135,135,2019-01-12 23:22:52+00:00,my jpa ronaldtimothyj what balance my account? santander bank exploring the carmichael house | the literate pen,"[40.53486380022833, 44.44215271454406]"
136,136,2019-01-12 23:22:43+00:00,"fishman xrpmichaelb ripple i thought i began convergence? or x rapid going live? sbi confirmation? american express? santander or it christmas, end year? oh now it has begun.......haha","[23.762714530271996, 20.580808511714185]"
137,137,2019-01-12 22:51:31+00:00,"vito willy epitomises contemporary eyewear, combining design, fashion luxury a unique lifestyle. eyewear santander luxury optical","[22.086976028546463, 22.84036233202267]"
138,138,2019-01-12 22:45:22+00:00,twickenhamalive twickerman luton paul lucullus brosepic cathintwick twriversidepark gareth roberts teddington town corneliusobrien jameshenrychard rogercrouch twickerati stevolaughton andrewlipscombe twicktownbiz it absolute chaos cars reversing busy main road many near crashes. dreadful idea. simplest cheapest option to leave service road it and parking either behind santander underground entry &amp; exit via service road. sorted.,"[160.00078828489464, 104.31634245101665]"
139,139,2019-01-12 22:22:29+00:00,santander fined keeping dead customers money,"[18.265918176796685, 13.021802191667069]"
140,140,2019-01-12 21:50:05+00:00,zolo kis leohadjiloizou ripple santander using xcurrent testing xrapid sbi use xrapid think,"[17.978193101334874, 20.033071634101905]"
141,141,2019-01-12 21:47:20+00:00,"right pain a day, card been cloned, spent nearly minutes the phone santander sorting out another half hour waiting speak ocado shopping on card to told our order be cancelled there nothing can do. brilliant","[17.732389125158893, 42.19085765504105]"
142,142,2019-01-12 21:32:17+00:00,dfdyr officialasroma santander? ?,"[-1.5452523236789013, -0.24348740423051501]"
143,143,2019-01-13 23:52:05+00:00,my name is k santander x,"[-2.968191969937716, -3.5978974945443998]"
144,144,2020-10-02 15:59:10+00:00,learn an overhaul nj competitive energy market would force state ratepayers pay higher electric bills.,"[75.93762458446804, 55.318903464494745]"
145,145,2019-01-13 23:47:35+00:00,nojfk santander,"[-1.163827870224604, -0.3743858461810367]"
146,146,2019-01-13 23:34:42+00:00,"in major victory money mail’s stop bank scammers campaign, financial ombudsman ordered santander refund uk customer lost £,. finance","[24.64506598310074, 33.76610486073444]"
147,147,2019-01-13 23:31:26+00:00,"santander consumer usa holdings sc shareholder bank of hawaii has lifted stake ,; epoch investment partners cut holding compass minerals intl cmp . million – the hi new ulm – santander bank","[52.67813111650039, 52.460459243260466]"
148,148,2019-01-13 22:51:38+00:00,"th goals la liga soccer football la liga santander fc barcelona v eibar camp nou, barcelona, spain january , barcelona lionel messi scores th goal the spanish…","[111.89977200271115, 141.3607408102343]"
149,149,2019-01-13 22:49:27+00:00,avengers hit spiritunlimited reading santander arena — santander arena,"[30.4107887895226, 22.769500016694092]"
150,150,2019-01-13 22:26:59+00:00,dooega love santander....great city,"[-0.8041127002638515, 6.038254985736562]"
151,151,2019-01-13 22:26:10+00:00,"toshl hi, it possible add openbank spain ? it a subsidiary santander bank included the list banks which can connected. openbank is available most applications the market. thanks comments openbank es bancosantander","[72.6953357752222, 88.34591136393543]"
152,152,2019-01-13 22:23:36+00:00,"hi, it possible add openbank spain ? it a subsidiary santander bank included the list banks which can connected. openbank is available most applications the market. thanks comments openbank es bancosantander toshl","[72.6953357752222, 88.34591136393543]"
153,153,2019-01-13 22:14:24+00:00,"this la vie en rose. rose pic newfeed actorlife en bucaramanga, santander","[29.617462645329265, 8.801447366393772]"
154,154,2019-01-14 23:48:02+00:00,brutal fight broke inside croydon santander bank,"[28.255325350008683, 2.8186575979931714]"
155,155,2020-10-02 15:59:10+00:00,learn an overhaul nj competitive energy market would force state ratepayers pay higher electric bills.,"[75.93762458446804, 55.318903464494745]"
156,156,2019-01-14 23:30:20+00:00,"planning trip colombia? you check via clairesturz a place beautiful, pure untainted tourism you wanted keep for yourself. guadalupe, santander colombia. guadalupe, santander off beaten track colombia","[61.212264598513435, 57.845816386137706]"
157,157,2019-01-14 23:01:16+00:00,santander consumer usa looking business systems analyst shaw / miser systems job,"[31.395802053674846, 52.751415794336225]"
158,158,2019-01-14 22:44:22+00:00,banco santander sa new setup exit long ‍,"[9.114629178024227, 12.103290407029265]"
159,159,2019-01-14 22:32:00+00:00,growth lean &gt;&gt; refile reuben bros mln euro bid santander hq called winner court lean,"[67.05437384248339, 77.95449119010797]"
160,160,2019-01-14 22:21:32+00:00,"according the santander wallet app categorises spending , i spent £ fashion. no i did not im even sure i spent much fashion my lifetime i have pepe jeans that kinda trendy","[54.62330114180826, 75.37481961109077]"
161,161,2019-01-14 22:11:50+00:00,"santanderuk hi, im wanting transfer direct debits santander. fot bt virgin. do this? do i need canel halifax?","[45.80581977512876, 31.095655400178988]"
162,162,2019-01-14 22:03:20+00:00,"barleyscotch i run small turnover account a resident association. i getting poor service hbos i think just wanted rid us. switched santander treasurer account online, happy.","[52.826704463546925, 32.625602349734784]"
163,163,2019-01-14 21:58:57+00:00,pollyjoyner dorothy perkins santander,"[-1.163827870224604, -0.3743858461810367]"
164,164,2019-01-14 21:52:28+00:00,"third santander. fined £.million december held to nearly £ million accounts dead customers instead releasing it to next kin. in one case, held to money years. yep. the fca also on task force.","[116.18673955050963, 93.47493577847115]"
165,165,2019-01-15 23:44:00+00:00,"ian fraser agreed. the advisors destroyed huge value. his advice santander the hand, worked well.","[44.985633174743796, 45.4423610496916]"
166,166,2020-10-02 15:59:10+00:00,learn an overhaul nj competitive energy market would force state ratepayers pay higher electric bills.,"[75.93762458446804, 55.318903464494745]"
167,167,2019-01-15 23:43:22+00:00,peter tl are santander setting precedent having concienice setting pay levels? i hope so.,"[54.86324787839165, 63.2993404907063]"
168,168,2019-01-15 23:31:11+00:00,"peter tl jeuasommenulle epicureandeal sonalibasak still statement orcel? would santander really done without agreeing him first much were going pay him? and he really just sit home collect deferred comp ubs, even though was decision quit?","[59.86676506445297, 79.83448720032268]"
169,169,2019-01-15 23:22:49+00:00,cardinal capital management acquires shares banco santander chile bsac – fairfield current – santander bank,"[67.60607134011399, 56.85126725807512]"
170,170,2019-01-15 23:15:06+00:00,santander loading...,"[-1.163827870224604, -0.3743858461810367]"
171,171,2019-01-15 22:47:33+00:00,santander ditched incoming ceo being expensive. i understand bank would had pay around €m cover deferred pay awards orcel racked over yrs ubs,"[26.98472558270051, 20.132387596145495]"
